county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Morgan,Missouri,"$17,935 ","$34,797 ","$45,048 ","20,392","8,164","Morgan, Missouri",2,2,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
San Miguel,New Mexico,"$17,926 ","$28,275 ","$40,284 ","29,093","11,435","San Miguel, New Mexico",2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vance,North Carolina,"$17,905 ","$34,987 ","$41,930 ","45,120","16,640","Vance, North Carolina",1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Tulare,California,"$17,894 ","$42,708 ","$45,500 ","446,644","131,642","Tulare, California",10,5,2.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
Letcher,Kentucky,"$17,886 ","$31,200 ","$44,104 ","24,202","9,366","Letcher, Kentucky",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Newton,Arkansas,"$17,884 ","$30,038 ","$37,243 ","8,211","3,507","Newton, Arkansas",2,0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
Sumter,Georgia,"$17,879 ","$33,796 ","$43,138 ","32,099","11,493","Sumter, Georgia",1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbour,West Virginia,"$17,876 ","$37,327 ","$44,395 ","16,655","6,099","Barbour, West Virginia",3,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Gilmer,West Virginia,"$17,870 ","$38,442 ","$49,852 ","8,678","2,590","Gilmer, West Virginia",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas,Missouri,"$17,868 ","$36,082 ","$45,212 ","25,830","9,370","Texas, Missouri",2,1,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Madera,California,"$17,847 ","$45,625 ","$50,772 ","151,435","42,516","Madera, California",5,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd,Kentucky,"$17,846 ","$41,541 ","$51,241 ","12,505","4,574","Todd, Kentucky",1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ritchie,West Virginia,"$17,843 ","$35,769 ","$45,615 ","10,303","4,032","Ritchie, West Virginia",1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron,Utah,"$17,839 ","$42,369 ","$49,829 ","46,435","15,435","Iron, Utah",2,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulaski,Georgia,"$17,781 ","$41,550 ","$48,257 ","11,775","4,034","Pulaski, Georgia",2,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canyon,Idaho,"$17,755 ","$42,105 ","$47,302 ","192,153","63,442","Canyon, Idaho",4,4,0.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra,New Mexico,"$17,752 ","$27,430 ","$40,786 ","11,898","4,350","Sierra, New Mexico",1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis,Tennessee,"$17,751 ","$34,397 ","$42,415 ","12,049","4,750","Lewis, Tennessee",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradford,Florida,"$17,749 ","$40,259 ","$49,562 ","27,981","8,857","Bradford, Florida",2,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Morgan,Tennessee,"$17,747 ","$37,631 ","$45,434 ","21,964","7,455","Morgan, Tennessee",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Choctaw,Oklahoma,"$17,739 ","$30,201 ","$42,011 ","15,167","6,043","Choctaw, Oklahoma",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,West Virginia,"$17,734 ","$27,766 ","$45,831 ","23,746","10,570","Hampshire, West Virginia",1,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Baraga,Michigan,"$17,701 ","$41,189 ","$51,705 ","8,787","3,234","Baraga, Michigan",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cumberland,Kentucky,"$17,697 ","$31,593 ","$37,620 ","6,842","2,604","Cumberland, Kentucky",1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Orangeburg,South Carolina,"$17,687 ","$34,110 ","$42,038 ","91,836","34,180","Orangeburg, South Carolina",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarendon,South Carolina,"$17,665 ","$31,410 ","$40,172 ","34,652","12,690","Clarendon, South Carolina",2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Santa Cruz,Arizona,"$17,664 ","$37,745 ","$41,774 ","47,122","15,078","Santa Cruz, Arizona",4,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Robertson,Kentucky,"$17,641 ","$31,786 ","$49,643 ","2,254",884,"Robertson, Kentucky",1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lunenburg,Virginia,"$17,630 ","$35,237 ","$41,875 ","12,759","4,572","Lunenburg, Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gadsden,Florida,"$17,615 ","$35,380 ","$50,314 ","46,860","16,662","Gadsden, Florida",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McCurtain,Oklahoma,"$17,615 ","$31,790 ","$40,224 ","33,143","13,078","McCurtain, Oklahoma",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randolph,Missouri,"$17,587 ","$37,203 ","$47,844 ","25,253","8,925","Randolph, Missouri",3,1,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Jenkins,Georgia,"$17,565 ","$26,104 ","$35,490 ","8,642","3,354","Jenkins, Georgia",1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Deaf Smith,Texas,"$17,532 ","$41,444 ","$47,763 ","19,307","6,191","Deaf Smith, Texas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,Florida,"$17,525 ","$36,809 ","$48,028 ","49,326","16,244","Jackson, Florida",1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
McDonald,Missouri,"$17,505 ","$37,997 ","$45,172 ","22,892","8,221","McDonald, Missouri",3,2,0.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Roosevelt,New Mexico,"$17,477 ","$38,764 ","$42,703 ","19,984","7,043","Roosevelt, New Mexico",1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocke,Tennessee,"$17,476 ","$30,573 ","$39,065 ","35,596","14,917","Cocke, Tennessee",1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bibb,Alabama,"$17,427 ","$36,447 ","$43,004 ","22,754","7,091","Bibb, Alabama",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union,Tennessee,"$17,426 ","$34,399 ","$40,717 ","19,177","7,406","Union, Tennessee",1,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Lincoln,Kentucky,"$17,420 ","$33,651 ","$43,121 ","24,602","9,692","Lincoln, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Summers,West Virginia,"$17,416 ","$33,784 ","$44,595 ","13,795","5,350","Summers, West Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Howell,Missouri,"$17,416 ","$32,533 ","$41,181 ","40,458","15,796","Howell, Missouri",4,2,0.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Butler,Alabama,"$17,403 ","$29,918 ","$38,500 ","20,624","8,235","Butler, Alabama",2,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stone,Arkansas,"$17,403 ","$29,832 ","$39,665 ","12,517","5,135","Stone, Arkansas",2,1,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Washington,Florida,"$17,385 ","$38,501 ","$45,152 ","24,702","8,533","Washington, Florida",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hempstead,Arkansas,"$17,376 ","$32,056 ","$43,407 ","22,509","8,296","Hempstead, Arkansas",2,1,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Adair,Kentucky,"$17,371 ","$32,524 ","$45,463 ","18,696","7,241","Adair, Kentucky",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Hickory,Missouri,"$17,361 ","$29,325 ","$36,457 ","9,499","4,219","Hickory, Missouri",1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jasper,South Carolina,"$17,350 ","$36,413 ","$42,070 ","25,408","8,563","Jasper, South Carolina",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roane,West Virginia,"$17,341 ","$28,513 ","$38,920 ","14,807","5,975","Roane, West Virginia",3,1,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Doddridge,West Virginia,"$17,334 ","$34,817 ","$43,622 ","8,213","2,778","Doddridge, West Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison,Missouri,"$17,316 ","$35,870 ","$39,718 ","12,350","4,603","Madison, Missouri",2,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hart,Kentucky,"$17,273 ","$33,408 ","$42,359 ","18,345","7,115","Hart, Kentucky",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Georgia,"$17,270 ","$35,830 ","$43,465 ","30,187","10,171","Wayne, Georgia",1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dallas,Alabama,"$17,245 ","$26,519 ","$38,063 ","43,091","16,173","Dallas, Alabama",1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Richmond,North Carolina,"$17,236 ","$32,384 ","$40,322 ","46,534","18,254","Richmond, North Carolina",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilkinson,Georgia,"$17,228 ","$36,173 ","$44,025 ","9,520","3,348","Wilkinson, Georgia",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Ozark,Missouri,"$17,215 ","$32,078 ","$37,938 ","9,653","4,063","Ozark, Missouri",1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Perry,Tennessee,"$17,214 ","$32,845 ","$39,661 ","7,861","3,187","Perry, Tennessee",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,Arkansas,"$17,212 ","$29,732 ","$38,913 ","7,501","2,722","Lafayette, Arkansas",1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward,Virginia,"$17,208 ","$37,436 ","$48,282 ","23,166","7,453","Prince Edward, Virginia",1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Holmes,Ohio,"$17,177 ","$45,477 ","$53,295 ","42,841","12,467","Holmes, Ohio",5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metcalfe,Kentucky,"$17,171 ","$31,750 ","$40,943 ","10,043","3,919","Metcalfe, Kentucky",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graham,Arizona,"$17,168 ","$44,943 ","$50,583 ","37,168","11,031","Graham, Arizona",1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Buckingham,Virginia,"$17,167 ","$38,648 ","$48,786 ","17,126","5,817","Buckingham, Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pickens,Alabama,"$17,153 ","$28,741 ","$38,728 ","19,516","7,926","Pickens, Alabama",2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Choctaw,Mississippi,"$17,145 ","$29,876 ","$41,164 ","8,440","3,378","Choctaw, Mississippi",1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chesterfield,South Carolina,"$17,140 ","$31,252 ","$40,989 ","46,452","17,622","Chesterfield, South Carolina",3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Tennessee,"$17,121 ","$28,401 ","$35,842 ","22,154","8,206","Scott, Tennessee",1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Wilkes,Georgia,"$17,120 ","$28,983 ","$39,534 ","10,265","4,083","Wilkes, Georgia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell,Kentucky,"$17,107 ","$29,721 ","$37,256 ","17,636","7,270","Russell, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowan,Kentucky,"$17,094 ","$35,236 ","$47,044 ","23,425","8,305","Rowan, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Florida,"$17,045 ","$36,356 ","$42,684 ","22,660","7,672","Taylor, Florida",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Mississippi,"$17,034 ","$30,000 ","$39,502 ","14,875","5,944","Calhoun, Mississippi",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athens,Ohio,"$17,019 ","$33,823 ","$50,583 ","64,811","22,181","Athens, Ohio",2,1,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Macon,Tennessee,"$17,009 ","$35,306 ","$42,307 ","22,416","8,544","Macon, Tennessee",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yell,Arkansas,"$16,992 ","$35,535 ","$41,469 ","22,014","7,917","Yell, Arkansas",1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
